cluster_id	seq_id	is_rep	rep	source
41	PRED|XP_065930557.1	False	PRED|XP_065930552.1	PRED
42	PRED|XP_062816813.1	True	PRED|XP_062816813.1	PRED
42	PRED|XP_062816814.1	False	PRED|XP_062816813.1	PRED
42	PRED|XP_062816815.1	False	PRED|XP_062816813.1	PRED
42	PRED|XP_062816816.1	False	PRED|XP_062816813.1	PRED
42	PRED|XP_062816818.1	False	PRED|XP_062816813.1	PRED
42	PRED|XP_009046974.1	False	PRED|XP_062816813.1	PRED
42	DATABASE|CAMPSQ1138_Techylectin-5B	False	PRED|XP_062816813.1	DATABASE
42	DATABASE|CAMPSQ1137_Techylectin-5A	False	PRED|XP_062816813.1	DATABASE
43	PRED|XP_037901808.1	True	PRED|XP_037901808.1	PRED
43	PRED|XP_001708995.2	False	PRED|XP_037901808.1	PRED
43	PRED|XP_001703907.2	False	PRED|XP_037901808.1	PRED
43	PRED|XP_037901961.1	False	PRED|XP_037901808.1	PRED
43	PRED|XP_001709860.2	False	PRED|XP_037901808.1	PRED
43	PRED|XP_001705829.1	False	PRED|XP_037901808.1	PRED
43	PRED|XP_001704930.1	False	PRED|XP_037901808.1	PRED
44	PRED|XP_002649170.1	True	PRED|XP_002649170.1	PRED
45	PRED|XP_042915625.1	True	PRED|XP_042915625.1	PRED
46	PRED|XP_075919653.1	True	PRED|XP_075919653.1	PRED
47	PRED|XP_032218275.2	True	PRED|XP_032218275.2	PRED
48	PRED|XP_034312530.2	True	PRED|XP_034312530.2	PRED
48	PRED|XP_034312531.2	False	PRED|XP_034312530.2	PRED
48	PRED|XP_065922172.1	False	PRED|XP_034312530.2	PRED
48	PRED|XP_026693108.1	False	PRED|XP_034312530.2	PRED
48	PRED|XP_009860619.1	False	PRED|XP_034312530.2	PRED
48	PRED|XP_026693109.1	False	PRED|XP_034312530.2	PRED
48	PRED|XP_026693110.1	False	PRED|XP_034312530.2	PRED
48	PRED|XP_026693111.1	False	PRED|XP_034312530.2	PRED
48	PRED|XP_026693112.1	False	PRED|XP_034312530.2	PRED
48	PRED|XP_026693113.1	False	PRED|XP_034312530.2	PRED
48	PRED|XP_026693114.1	False	PRED|XP_034312530.2	PRED
48	PRED|XP_065940709.1	False	PRED|XP_034312530.2	PRED
48	PRED|XP_065940710.1	False	PRED|XP_034312530.2	PRED
48	PRED|XP_065944440.1	False	PRED|XP_034312530.2	PRED
48	PRED|NP_001367660.1	False	PRED|XP_034312530.2	PRED
48	PRED|XP_009065841.1	False	PRED|XP_034312530.2	PRED
48	PRED|XP_009063601.1	False	PRED|XP_034312530.2	PRED
48	PRED|XP_009063915.1	False	PRED|XP_034312530.2	PRED
49	PRED|XP_001032379.2	True	PRED|XP_001032379.2	PRED
50	PRED|XP_005093511.1	True	PRED|XP_005093511.1	PRED
50	PRED|XP_004914072.1	False	PRED|XP_005093511.1	PRED
50	PRED|XP_048578692.1	False	PRED|XP_005093511.1	PRED
50	PRED|XP_030844666.1	False	PRED|XP_005093511.1	PRED
50	PRED|XP_030852727.1	False	PRED|XP_005093511.1	PRED
51	PRED|XP_032809943.1	True	PRED|XP_032809943.1	PRED
51	PRED|XP_032809944.1	False	PRED|XP_032809943.1	PRED
51	PRED|XP_032809945.1	False	PRED|XP_032809943.1	PRED
51	PRED|XP_032809946.1	False	PRED|XP_032809943.1	PRED
51	PRED|XP_075923063.1	False	PRED|XP_032809943.1	PRED
52	DATABASE|Training_Seq1112	True	DATABASE|Training_Seq1112	DATABASE
52	DATABASE|Training_Seq1321	False	DATABASE|Training_Seq1112	DATABASE
52	DATABASE|CAMPSQ11594_TR35	False	DATABASE|Training_Seq1112	DATABASE
52	DATABASE|CAMPSQ11595_SR30	False	DATABASE|Training_Seq1112	DATABASE
52	DATABASE|CAMPSQ11596_RR25	False	DATABASE|Training_Seq1112	DATABASE
53	DATABASE|Training_Seq3534	True	DATABASE|Training_Seq3534	DATABASE
53	DATABASE|Training_Seq3535	False	DATABASE|Training_Seq3534	DATABASE
53	DATABASE|AP01974	False	DATABASE|Training_Seq3534	DATABASE
54	PRED|XP_015837722.1	True	PRED|XP_015837722.1	PRED
54	PRED|XP_064211996.1	False	PRED|XP_015837722.1	PRED
54	PRED|XP_011456223.3	False	PRED|XP_015837722.1	PRED
55	PRED|NP_510822.1	True	PRED|NP_510822.1	PRED
56	PRED|XP_642240.1	True	PRED|XP_642240.1	PRED
56	PRED|XP_646785.1	False	PRED|XP_642240.1	PRED
56	PRED|XP_645509.1	False	PRED|XP_642240.1	PRED
56	PRED|XP_645716.1	False	PRED|XP_642240.1	PRED
57	PRED|XP_032803604.2	True	PRED|XP_032803604.2	PRED
58	PRED|XP_042199429.1	True	PRED|XP_042199429.1	PRED
58	PRED|XP_002933906.3	False	PRED|XP_042199429.1	PRED
58	PRED|XP_065941170.1	False	PRED|XP_042199429.1	PRED
58	PRED|XP_005113518.2	False	PRED|XP_042199429.1	PRED
58	PRED|XP_030852446.1	False	PRED|XP_042199429.1	PRED
59	PRED|XP_014783725.1	True	PRED|XP_014783725.1	PRED
59	PRED|XP_014783726.1	False	PRED|XP_014783725.1	PRED
59	PRED|XP_014783728.1	False	PRED|XP_014783725.1	PRED
59	PRED|XP_014783729.1	False	PRED|XP_014783725.1	PRED
59	PRED|XP_014783730.1	False	PRED|XP_014783725.1	PRED
59	PRED|XP_014783731.1	False	PRED|XP_014783725.1	PRED
59	PRED|XP_011451001.3	False	PRED|XP_014783725.1	PRED
59	PRED|XP_009054726.1	False	PRED|XP_014783725.1	PRED
59	PRED|NP_001339481.1	False	PRED|XP_014783725.1	PRED
59	PRED|NP_001339482.1	False	PRED|XP_014783725.1	PRED
59	PRED|NP_001339483.1	False	PRED|XP_014783725.1	PRED
59	PRED|XP_009046016.1	False	PRED|XP_014783725.1	PRED
60	PRED|XP_048584414.1	True	PRED|XP_048584414.1	PRED
60	PRED|XP_048584415.1	False	PRED|XP_048584414.1	PRED
60	PRED|XP_048584416.1	False	PRED|XP_048584414.1	PRED
60	PRED|XP_048584417.1	False	PRED|XP_048584414.1	PRED
60	PRED|XP_048584418.1	False	PRED|XP_048584414.1	PRED
60	PRED|XP_032241059.2	False	PRED|XP_048584414.1	PRED
60	PRED|XP_032241050.2	False	PRED|XP_048584414.1	PRED
60	PRED|XP_035824821.1	False	PRED|XP_048584414.1	PRED
61	PRED|XP_075930355.1	True	PRED|XP_075930355.1	PRED
62	PRED|XP_034314022.2	True	PRED|XP_034314022.2	PRED
62	PRED|XP_065921963.1	False	PRED|XP_034314022.2	PRED
62	PRED|XP_065926177.1	False	PRED|XP_034314022.2	PRED
62	PRED|XP_065926184.1	False	PRED|XP_034314022.2	PRED
62	PRED|XP_065926189.1	False	PRED|XP_034314022.2	PRED
62	PRED|XP_009066403.1	False	PRED|XP_034314022.2	PRED
62	PRED|XP_030834874.1	False	PRED|XP_034314022.2	PRED
62	PRED|XP_009059932.1	False	PRED|XP_034314022.2	PRED
63	PRED|XP_052822702.1	True	PRED|XP_052822702.1	PRED
64	PRED|XP_042919753.1	True	PRED|XP_042919753.1	PRED
65	PRED|XP_075921106.1	True	PRED|XP_075921106.1	PRED
66	PRED|XP_011426468.3	True	PRED|XP_011426468.3	PRED
66	PRED|XP_019922530.3	False	PRED|XP_011426468.3	PRED
66	PRED|XP_009061749.1	False	PRED|XP_011426468.3	PRED
66	PRED|XP_009061741.1	False	PRED|XP_011426468.3	PRED
66	PRED|XP_009061746.1	False	PRED|XP_011426468.3	PRED
66	PRED|XP_009060212.1	False	PRED|XP_011426468.3	PRED
67	PRED|XP_059592797.1	True	PRED|XP_059592797.1	PRED
68	PRED|XP_009048445.1	True	PRED|XP_009048445.1	PRED
69	PRED|XP_075920838.1	True	PRED|XP_075920838.1	PRED
69	PRED|XP_075920839.1	False	PRED|XP_075920838.1	PRED
69	PRED|XP_075920840.1	False	PRED|XP_075920838.1	PRED
69	PRED|XP_075930435.1	False	PRED|XP_075920838.1	PRED
70	PRED|NP_571367.1	True	PRED|NP_571367.1	PRED
71	PRED|XP_011612331.2	True	PRED|XP_011612331.2	PRED
71	PRED|XP_005166920.2	False	PRED|XP_011612331.2	PRED
71	PRED|XP_042200145.1	False	PRED|XP_011612331.2	PRED
72	PRED|XP_075930356.1	True	PRED|XP_075930356.1	PRED
73	PRED|XP_018669437.1	True	PRED|XP_018669437.1	PRED
74	PRED|XP_037902119.1	True	PRED|XP_037902119.1	PRED
74	PRED|XP_037901708.1	False	PRED|XP_037902119.1	PRED
74	PRED|XP_037902082.1	False	PRED|XP_037902119.1	PRED
74	PRED|XP_001708478.2	False	PRED|XP_037902119.1	PRED
74	PRED|XP_001704497.2	False	PRED|XP_037902119.1	PRED
